Tara,Rubio,2023-12-06 0:00:00,Chevron Corporation,,Social Network Logging,Armed Forces Training and Education Officer,Organization,,International Business | E-Commerce | Education & Training,,Cofounder | Coaching | Investment,Science | Technologist | Branding,Thump Down,Archive Member,No,Volunteer Management,Manufacturing Companies,About the Organization,Implement a Digital Marketing Strategy,Support Local Journalism,Elderly Care Services,Shape the Future of Our Cityscape,"I engineered a software solution that streamlined business operations, resulting in a 30% increase in overall productivity for the organization",Family Support Services,Transport Authorities,Promote Eco-Friendly Gardening
Clifford,Stone,2/12/2023,"Netflix, Inc.",,Google,Chiropodist,Commerce Chamber,About Me,E-Commerce | Business Strategy | Public Speaker,,Technology | Marketing | E-Commerce,Science | Technologist | Branding,Double-Thumbs Up,No,Human Coded (Manual Validation),Economic Development Initiatives,Manufacturing Companies,About the Organization,Facilitate Business-to-Business Discounts,Promote Gender Equality,Youth Organizations,Call To Action,"In 2015, I launched a campaign against breast cancer, through which we raised around one million dollars, ultimately saving 20 women from dying.",Conservation Plans,Urban Planners,Advance Real Estate Growth
Clifford,White,2023-12-06 0:00:00,Royal Dutch Shell plc,Aditionals,Google,Data Scientist Manager,Organization,,Networking | Career Advancement | Education & Training,,Rearch | Education & Training | Cibersecurity,Education & Training | Business | Design & UX,Double-Thumbs Up,Archive Member,No,Local Community Projects,Venture Capitalists,About the Organization,Implement Online Membership Renewal,Develop Real Estate Market,Educational Tech Firms,Build the Smart City of Tomorrow,I spearheaded a cost-cutting initiative that resulted in substantial savings without compromising product or service quality,Top Needs,Tech Companies,Boost Local Economy
James,Doe,2023-12-09 0:00:00,Oracle Corporation,Aditionals,LinkedIn,Psychotherapist,Commerce Chamber,About Me,Mental Health | Health & Wellness | Susteinability,,Technology | Innovation | AI & Machine Learning,Content Creation | Web Design | Story Teller,Rating,No,Human Coded (Manual Validation),Advocacy and Public Policy,Logistics Companies,,Implement a Digital Marketing Strategy,Develop Smart City Initiatives,Startups,Enhance Community Spaces,"We implemented a comprehensive retirement planning strategy for a multinational corporation, resulting in increased employee satisfaction and a 15% reduction in post-retirement financial challenges.",Nutritional Education,Potentital Customers,Transition to Green Energy
Mariah,Adams,2023-12-07 0:00:00,Johnson & Johnson,,LinkedIn,Financial Manager,Organization,About Me,Remote Work | Compliance | Technology,Tags Description,Career Advancement | Design & UX | Innovation,Management | Technology Generator | Digital Marketing,Rating,Yes,No,Business Intelligence Tools,Entertainment Industry Professionals,About the Organization,Launch a Member Recognition Program,Keep Branding Ratio,Startups,Drive the Future of Mobility with Us,"Developed and implemented a cybersecurity strategy, safeguarding the company against potential cyber threats and ensuring data integrity.",IT Infrastructure,Energy Innovators,Boost Local Tourism
Hannah,Tyler,2023-12-04 0:00:00,"Cisco Systems, Inc.",,Google,Production Manager,Commerce Chamber,About Me,Innovation | Research | Education & Training,,Social Media | Diversity & Inclusion | Mentorship,Finances | Management | Technology Generator,Double-Thumbs Up,Archive Member,Human Coded (Manual Validation),Member-Exclusive Offers and Discounts,Financial Institutions,,Introduce a Young Entrepreneurs Program,Develop Senior Care Programs,Garden Clubs,Partner in Financial Empowerment,"Championed a mentorship program within the organization, facilitating professional development and knowledge sharing among employees.",Infrastructure Development,Energy Innovators,Grow Member Count
James,Floyd,2023-08-12 0:00:00,Microsoft Corporation,Aditionals,Google,Pensions Consultant,Commerce Chamber,About Me,Book Clubs | Economics | Corporate Responsability,,Consulting | Design & UX | AI & Machine Learning,Maths | Mentoring | Web Design,Single-Thumb Up,Yes,Human Coded (Manual Validation),Mobile App Development,Human Resources Professionals,About the Organization,Implement a CRM System,Improve Public Parks and Recreation,Cultural Organizations,Empower Women in Tech,I have established an association aimed at providing support for individuals with HIV within the LGBT community.,Emergency Plans,Parents,Help Startups Thrive
Melissa,Ruiz,2023-08-12 0:00:00,Apple Inc.,,LinkedIn,Science Writer,Commerce Chamber,About Me,Profesional Development | Leadership | Sustainability,,Career Advancement | Design & UX | Innovation,Science | International Business | Marketing,Thumb Down,No,Human Coded (Manual Validation),Grants and Funding Applications,International Business Partners,About the Organization,Establish a Business Mentorship Scheme,Increase Cultural Activities,Tourism Boards,"Shop Local, Support Community","I contributed to a science magazine that gained a 25% increase in readership, fostering public interest and understanding of cutting-edge scientific advancements.",Team Building,Female Entrepreneurs,Increase Workforce Capability
Christine,Short,2023-12-03 0:00:00,AT&T Inc.,,Social Network Logging,Trade Mark Attorney,Commerce Chamber,About Me,International Business | E-Commerce | Education & Training,,Consumer Industry | Consulting | E-Commerce,Science | International Business | Marketing,Rating,Archive Member,Yes,Workforce Development,Education Institutions,,Strengthen Local Business Partnerships,Advocate for Healthcare Reform,Local Farmers,Shape the Future of Our Cityscape,I collaborated on a research project that resulted in the development of a breakthrough treatment for a previously incurable medical condition,Caregiving Resources,Female Entrepreneurs,Strengthen Financial Services
Ronald,Luna,2023-12-08 0:00:00,Amazon.com Inc.,Aditionals,LinkedIn,Careers Information Officer,Commerce Chamber,About Me,Diversity & Inclusion | Trends | Social Media,,Nutriotionist | Web Designer | Politician,E-Commerce | Accounting | Sales,Thump Down,Yes,Yes,Member Feedback and Surveys,Art and Design Communities,,Establish a Business Mentorship Scheme,Promote Renewable Energy Use,Artists,Craft the Future,"I implemented a diversity and inclusion program in the company, leading to better ideas and greater profits",Public Relations,Eco-conscious Builders,Increase Health Food Availability
Bridget,Anderson,2023-12-06 0:00:00,Walmart Inc.,Aditionals,Google,Production Manager,Commerce Chamber,,Compliance | Provesional Development | Leadership,,Branding | Real State | Public Speaking,Technologist | Public Speaking | Sales,Thumb Down,Yes,Yes,Research and Reporting,Textile Manufacturers,About the Organization,Host a Workshop on Sustainable Business Practices,Foster Sustainable Practices,Healthcare Advocates,Bring Art to Life,"Launched a charitable initiative that resulted in significant donations to a chosen cause, demonstrating corporate social responsibility.",Recreation Programs,Transport Authorities,Preserve Cultural Landmarks
Tara,Richards,2023-12-07 0:00:00,SpaceX (Space Exploration Technologies Corp.),,Google,Psychotherapist,Commerce Chamber,About Me,Entrepreneurship | Education & Training | Career Advancement,Tags Description,Economics | Branding | Education & Training,Finance | Education | Maths,Double-Thumbs Up,Archive Member,Human Coded (Manual Validation),Certification and Training Courses,Construction Firms,About the Organization,Promote Member Businesses on Social Media,Develop Real Estate Market,Women's Organizations,Shape the Future of Our Cityscape,"We implemented a comprehensive retirement planning strategy for a multinational corporation, resulting in increased employee satisfaction and a 15% reduction in post-retirement financial challenges.",Production Support,Eco-conscious Builders,Create a Connected City
Cristina,Buckley,2023-12-06 0:00:00,Company,Aditionals,Google,Administrator,Commerce Chamber,About Me,Sustainability | Health & Wellness | Diversity & Inclusion,Tags Description,Research | Innovation | Book Clubs,Data Analytics | Design & UX | Science,Thump Down,No,No,Legal Compliance,Academic Researchers,About the Organization,Offer Business Financial Planning Workshops,Enhance Financial Services,Foreign Chambers,Build a Resilient Community,"Since my arrival at the organization, I have maintained an employee turnover rate of less than 10%.",Mentorship Programs,Readers,Improve Community Health
Mariah,Reyes,2023-12-05 0:00:00,Adidas AG,Aditionals,Google,Production Manager,Commerce Chamber,About Me,International Business | Economics | Remote Work,,Economic Development | Cibersecurity | Leadership,Content Creation | E-Commerce | Education & Training,Rating,No,No,Chamber Accreditation,Small Business Entrepreneurs,About the Organization,Launch a Member Recognition Program,Revitalize Historic Downtown,Healthcare Advocates,Support Entrepreneours,"I led a team in the successful launch of a new product line, contributing to the company's expansion into international markets",Transit Solutions,Historians,Strengthen Data Protection
Karen,Sutton,2023-12-02 0:00:00,Morgan Stanley,Aditionals,Social Network Logging,Web Designer,Commerce Chamber,,Innovation | Research | Education & Training,,Technology | Marketing | E-Commerce,Accounting | Storie Teller | Manager,Rating,Yes,No,Financial Management,Energy Sector Companies,About the Organization,Run a Member Feature Spotlight Series,Promote Green Building Practices,Elderly Care Services,Build the Smart City of Tomorrow,"Took the lead in a major rebranding effort, revitalizing the company's image and attracting a new demographic of customers",Conservation Strategies,Environmentalists,Support Youth Development
Nathan,Ruiz,2023-12-05 0:00:00,Toyota Motor Corporation,,LinkedIn,Animal technologist,Organization,,Compliance | Branding | International Business,Tags Description,Technology | Innovation | AI & Machine Learning,Technology Generator | Accounting | Data Analytics,Thumb Down,Yes,Yes,Tourism Promotion,Consumer Goods Manufacturers,About the Organization,Increase Engagement Rate,Boost Food and Beverage Industry,Health Food Stores,"Grow Green, Grow Smart","Mentored and coached a team member, helping them advance in their career and secure a leadership role within the organization",Emergency Plans,Food Entrepreneurs,Increase Tech Literacy
Deborah,Daniel,2023-12-05 0:00:00,Sony Corporation,,Google,Production Manager,Organization,About Me,Networking | Professional Development | Leadership,Tags Description,Public Speaking | Social Media | Diversity & Inclusion,Web Design | Technology Generator | Technology Advocate,Thump Down,Archive Member,Yes,Community Engagement,Logistics Companies,About the Organization,Implement a CRM System,Increase Cultural Activities,Environmental Groups,Become a Part of Our Growing Community,"Led a team in the successful implementation of a technology upgrade, improving operational efficiency and reducing downtime.",Family Support Services,Export/Import Businesses,Strengthen Data Protection
Dana,Scott,2023-12-10 0:00:00,Boeing Company,,Social Network Logging,Insurance Underwriter,Organization,,Sustainability | Health & Wellness | Diversity & Inclusion,,Investment | E-Commerce | Sustainability,Design & UX | Science | Education & Training,Rating,Yes,Human Coded (Manual Validation),Effective Leadership,Hospitality Industry Leaders,About the Organization,Host Networking Events,Promote Bicycle-Friendly Initiatives,Community Engagement,Empower the Next Generation,I developed and executed a crisis communication plan that effectively managed the impact of a high-profile legal challenge on the company's reputation,Caregiving Resources,Local Musicians,Increase Workforce Capability
Dana,Palmer,2023-12-02 0:00:00,Visa Inc.,,LinkedIn,Geophysical Data Processor,Commerce Chamber,,Book Clubs | Economics | Corporate Responsability,Tags Description,Networking | Mentorship | Mental Health,Content Creation | Sales | International Business,Single-Thumb Up,Yes,No,Data Management,Real Estate Developers,About the Organization,Short Term Goal,Grow Agricultural Sector,Urban Planners,Support Local Agriculture,"Successfully managed a crisis communication strategy during a public relations crisis, preserving the company's reputation and stakeholder trust.",Urban Planning,Investors and Bankers,Promote Traditional Crafts
Jessica,Lewis,2023-12-10 0:00:00,Google LLC (parte de Alphabet Inc.),,LinkedIn,Hotel Manager,Organization,,Mental Health | Health & Wellness | Susteinability,,Front End Developer | Researcher | Teachnology,Mentoring | Public Speaking | Coaching,Double-Thumbs Up,Archive Member,No,Membership Database Management,Academic Researchers,,Organize a Business Awards Ceremony,Revitalize Historic Downtown,IT Security Firms,"Eat Healthy, Live Healthy","We implemented a comprehensive retirement planning strategy for a multinational corporation, resulting in increased employee satisfaction and a 15% reduction in post-retirement financial challenges.",Recreation Programs,Energy Innovators,Boost Local Tourism
Amanda,Griffith,2023-12-12 0:00:00,Morgan Stanley,,LinkedIn,Engineer and Communications Specialist,Organization,About Me,Sales | Investment | Education & Training,Tags Description,Public Speaking | Cibersecurity | Mentorship,Marketing | Science | International Business,Double-Thumbs Up,Archive Member,Yes,Mobile App Development,Local Media Outlets,About the Organization,Offer Business Financial Planning Workshops,Create a Local Business Incubator,Environmental NGOs,Build a Resilient Community,"Introduced a flexible work schedule policy, boosting employee morale and productivity",IT Infrastructure,Health Practitioners,Boost International Business
David,Griffith,2023-12-08 0:00:00,Microsoft Corporation,,Social Network Logging,Job Title,Commerce Chamber,,Sales | Investment | Education & Training,Tags Description,Compliance | Technology | Cibersecurity,Public Speaking | Education | Research,Thump Down,No,No,Collaboration with Local Businesses,Nonprofit Organizations,,Create a New Member Onboarding Guide,Develop Real Estate Market,Tech Innovators,Enrich Our Cultural Landscape,Developed and implemented a sustainability initiative that reduced the company's carbon footprint by 40% in one year.,Adoption Programs,Educators,Promote Sustainable Farming
Jessica,Parker,2023-12-04 0:00:00,"Tesla, Inc.",,Social Network Logging,Web Designer,Commerce Chamber,About Me,Business Strategy | Cibersecurity | Career Advancement,Tags Description,Social Media | Marketing | Rerearch,Finances | Accounting | Management,Rating,No,Human Coded (Manual Validation),Effective Leadership,Investment Firms,,Facilitate Business-to-Business Discounts,Keep Branding Ratio,Tech Companies,Empower Women in Tech,"Introduced a flexible work schedule policy, boosting employee morale and productivity",Emergency Plans,Artists and Performers,Improve Manufacturing Sector
Phillip,Buckley,2023-12-07 0:00:00,"Netflix, Inc.",,Google,Careers Information Officer,Organization,,Entrepreneurship | Education & Training | Career Advancement,Tags Description,Lawer | Professor | Investment,Content Creation | Sales | International Business,Double-Thumbs Up,Archive Member,No,Online Presence,Nonprofit Organizations,,Implement Online Membership Renewal,Develop Smart City Initiatives,Healthcare Advocates,Join the Renewable Energy Movement,I designed and implemented a cybersecurity framework that protected a company's sensitive data and prevented potential data breaches,Agricultural Tech,Educators,Promote Eco-Friendly Gardening
Hannah,Stone,2023-12-08 0:00:00,General Motors Company,,Google,Data Scientist Manager,Commerce Chamber,,Mentorship | Consulting | Content Creation,,Sales | Investment | Career Advancement,Technology Advocate | Branding | International Business,Thump Down,No,Yes,Digital Transformation,E-commerce Businesses,About the Organization,Publish a Monthly Newsletter,Expand Public Transportation Options,Energy Companies,Bring Art to Life,"Successfully negotiated a major business deal, resulting in a strategic partnership that significantly expanded the company's market reach",Athletic Programs,Manufacturers,Boost Local Music Industry
Stephanie,Scott,2023-12-10 0:00:00,Johnson & Johnson,Aditionals,Google,Digital Marketing Manager,Commerce Chamber,,Research | Education & Training | Remote Work,Tags Description,Economic Development | Cibersecurity | Leadership,E-Commerce | Digital Marketing | Content Creation,Single-Thumb Up,Yes,Human Coded (Manual Validation),Sponsorship and Funding,Entertainment Industry Professionals,,Launch a Member-Only Online Forum,Enhance Cybersecurity,Emergency Services,Empower Women in Business,"Championed a mentorship program within the organization, facilitating professional development and knowledge sharing among employees.",Emergency Plans,Energy Innovators,Promote Environmental Responsibility
John,Green,2023-12-09 0:00:00,Hewlett-Packard Enterprise,Aditionals,LinkedIn,CEO Investment Operations,Organization,About Me,Marketing | Investment | Consulting,Tags Description,Fitness | Health Care | Sustainability,Finances | Accounting | Management,Thump Down,No,No,Effective Leadership,Construction Firms,About the Organization,Implement a Digital Marketing Strategy,Enhance Retail Sector,Energy Companies,Build the Smart City of Tomorrow,Developed and implemented a sustainability initiative that reduced the company's carbon footprint by 40% in one year.,Training Materials,Cybersecurity Experts,Support Animal Adoption
Paula,Fischer,3/12/2023,Adidas AG,,LinkedIn,Trade Mark Attorney,Organization,About Me,Business Strategy | Marketing | Innovation,,Business Strategy | Innovation | Cloud Platform,Technologist | Public Speaking | Sales,Thump Down,No,Human Coded (Manual Validation),Environmental Initiatives,Investment Firms,About the Organization,Implement Online Membership Renewal,Boost Food and Beverage Industry,Tech Companies,Secure Our Digital Future,"Led a team in the successful implementation of a technology upgrade, improving operational efficiency and reducing downtime.",Conservation Plans,Female Scientists,Enhance Disaster Preparedness
Derrick,Little,2023-12-05 0:00:00,Berkshire Hathaway Inc.,,Google,Administrator,Commerce Chamber,About Me,Marketing | Investment | Consulting,Tags Description,Technology | Marketing | E-Commerce,Digital Marketing | Coaching | Web Design,Rating,No,No,E-commerce and Online Services,Manufacturing Companies,About the Organization,Launch a Business Pitch Competition,Promote Gender Equality,Tech Companies,Enrich Our Cultural Landscape,"Developed and implemented a cybersecurity strategy, safeguarding the company against potential cyber threats and ensuring data integrity.",Conservation Plans,Artists and Performers,Improve Community Health
Erika,Richards,2023-12-04 0:00:00,General Motors Company,Aditionals,LinkedIn,Psychotherapist,Organization,,AI & Machine Learning | Education | Mental Health,,Networking | E-Commerce | Social Media,Marketing | Science | International Business,Thump Down,No,Yes,Membership Database Management,Community Activists,,Offer Social Media Marketing Training,Increase Cultural Activities,Health Food Stores,Preserve Our History,"Took the lead in a major rebranding effort, revitalizing the company's image and attracting a new demographic of customers",Training Programs,Aspiring Entrepreneurs,Enhance Disaster Preparedness
Karen,Perez,2023-12-12 0:00:00,Visa Inc.,,Social Network Logging,CEO Investment Operations,Organization,,Marketing | Investment | Consulting,,Networking | Mentorship | Mental Health,Engineering | Technology Generator | Finances,Thump Down,No,Human Coded (Manual Validation),Youth Engagement Programs,Consumer Goods Manufacturers,About the Organization,Launch a Member Recognition Program,Improve Public Parks and Recreation,Local Farmers,Help Us Innovate and Transform,"I Collaborated with a renowned artist on a collaborative project, gaining national recognition and expanding the reach of both artists' work",Production Support,Government Officials,Encourage Sustainable Construction
Jean,Sutton,2023-12-08 0:00:00,JPMorgan Chase & Co.,Aditionals,LinkedIn,Applications Developer,Commerce Chamber,,Branding | E-Commerce | Marketing,,Professional Development | Leadership | Tecchnology,Mentoring | Public Speaking | Coaching,Double-Thumbs Up,Archive Member,No,Event Management,Legal Experts,,Launch an E-commerce Webinar Series,Cultivate Entrepreneurial Ecosystem,Healthcare Providers,Support Local Agriculture,I collaborated on a research project that resulted in the development of a breakthrough treatment for a previously incurable medical condition,Team Building,Pet Lovers,Transition to Renewable Energy
Bruce,Martinez,2023-12-04 0:00:00,Toyota Motor Corporation,Aditionals,LinkedIn,Commercial Art Gallery Manager,Organization,,Networking | Leadership | Business Strategy,Tags Description,Entrepreneurship | Mentoring | Business Strategy,Technology Advocate | Branding | International Business,Thumb Down,Archive Member,Human Coded (Manual Validation),Online Presence,Financial Institutions,,Create an Economic Impact Report,Foster Innovation and R&D,Educational Tech Firms,Enhance Our Sporting Facilities,"Launched a charitable initiative that resulted in significant donations to a chosen cause, demonstrating corporate social responsibility.",Family Support Services,Manufacturers,Improve Community Health
Ruben,Miller,2023-12-08 0:00:00,Bayer AG,,LinkedIn,Job Title,Commerce Chamber,,Diversity & Inclusion | Trends | Social Media,Tags Description,Fitness | Health Care | Sustainability,Soft Skills | Engineering | Research,Double-Thumbs Up,Yes,No,Health and Safety Standards,Human Resources Professionals,,Conduct Member Satisfaction Survey,Promote Local Tourism,Musicians,Build the Smart City of Tomorrow,"Took the lead in a major rebranding effort, revitalizing the company's image and attracting a new demographic of customers",Mentorship Programs,Eco-conscious Builders,Strengthen Data Protection
Katrina,Clay,2023-12-01 0:00:00,Visa Inc.,,Social Network Logging,Information Systems Manager,Commerce Chamber,About Me,Research | AI & Machine Learning | Career Advancement,,Books Clubs | Education & Training | Public Speaking,E-Commerce | Digital Marketing | Content Creation,Thumb Down,No,Yes,Member Services Improvement,Fashion Industry Leaders,,Start a Chamber Podcast,Support Women in STEM Fields,Musicians,Become a Part of Our Growing Community,"In our hotel chain, we provide accommodation for migrants.",Top Needs,Educators and Trainers,Encourage Sustainable Construction
Kimberly,Gonzalez,2023-12-02 0:00:00,Hewlett-Packard Enterprise,Aditionals,Social Network Logging,Geophysical Data Processor,Commerce Chamber,About Me,Trends | Social Medial | E-Commerce,,Education & Training | Mentoring | Branding,Technology Advocate | Branding | International Business,Rating,Yes,Yes,Marketing and Branding,Target Connection for the Organization,About the Organization,Develop a Member Referral Program,Foster Local Music Scene,Women's Organizations,Support Innovation and Entrepreneurship,I spearheaded a cost-cutting initiative that resulted in substantial savings without compromising product or service quality,Conservation Strategies,Athletes and Coaches,Enhance Lobbying Efforts
Mariah,Madden,2023-12-04 0:00:00,Ford Motor Company,,LinkedIn,Contractor,Commerce Chamber,,E-Commerce | Business Strategy | Public Speaker,Tags Description,Economics | Branding | Education & Training,Digital Marketing | Coaching | Web Design,Thump Down,No,Human Coded (Manual Validation),Member Feedback and Surveys,Energy Sector Companies,About the Organization,Introduce a Young Entrepreneurs Program,Boost Food and Beverage Industry,Cultural Organizations,Bring Art to Life,I collaborated on a research project that resulted in the development of a breakthrough treatment for a previously incurable medical condition,Athletic Programs,Aspiring Entrepreneurs,Preserve Cultural Landmarks
James,Reyes,4/12/2023,Procter & Gamble Co.,,Google,Arts Development Officer,Organization,About Me,Sales | Investment | Education & Training,,Content Creation | Business Strategy | Social Media,Design & UX | Science | Education & Training,Single-Thumb Up,Archive Member,Human Coded (Manual Validation),Feedback Mechanisms,Marketing Agencies,,Develop a Chamber Ambassador Program,Maximaze Customer Strategies,Healthcare Providers,Drive Manufacturing Excellence,"I implemented a training program on diversity, equity, and inclusion, resulting in increased cultural competence within the organization.",Leadership Development,Emerging Entrepreneurs,Promote Environmental Responsibility
Jeffrey,Reyes,2023-12-01 0:00:00,Dell Technologies Inc.,Aditionals,LinkedIn,Chartered Loss Adjuster,Commerce Chamber,,Social Media | Marketing | Innovation,Tags Description,Trends | Book Clubs | Education & Training,Soft Skills | Engineering | Research,Rating,No,Human Coded (Manual Validation),Workforce Development,Education Institutions,About the Organization,Organize a Community Charity Event,Revitalize Historic Downtown,Environmental NGOs,"Grow Green, Grow Smart",Developed and implemented a sustainability initiative that reduced the company's carbon footprint by 40% in one year.,Urban Planning,Investors and Bankers,Promote Environmental Responsibility
Stephanie,Anderson,2023-12-04 0:00:00,Morgan Stanley,,Social Network Logging,Contractor,Commerce Chamber,About Me,Content Creation | Public Speaking | Social Media,Tags Description,Networking | E-Commerce | Social Media,Engineering | Maths | Management,Thump Down,Yes,No,Risk Management,Local Media Outlets,,Organize a “Shop Local” Campaign,Strengthen Advocacy Impact,Youth Organizations,Join the Renewable Energy Movement,Impact Story,Strategic Planning,Female Entrepreneurs,Preserve Cultural Landmarks
Jeffrey,Stone,2023-08-12 0:00:00,The Coca-Cola Company,Aditionals,LinkedIn,Transport Planner,Organization,About Me,Health & Wellness | Diversity & Inclusion | Trends,,Professional Development | Social Media | Sales,Education & Training | Story Teller | E-Commerce,Rating,Yes,Yes,Research and Reporting,Education Institutions,,Launch a Member-Only Online Forum,Foster Sustainable Practices,Tech Companies,Spotlight on Local Cinema,"Developed and implemented a cybersecurity strategy, safeguarding the company against potential cyber threats and ensuring data integrity.",Consumer Research,Historians,Drive Research and Development
Bruce,Rubio,2023-12-01 0:00:00,Bank of America Corporation,Aditionals,Google,Careers Information Officer,Commerce Chamber,,Business Strategy | Marketing | Innovation,Tags Description,Front End Developer | Researcher | Teachnology,UX Designer | Public Speaking | Education & Training,Single-Thumb Up,Yes,Human Coded (Manual Validation),Chamber Accreditation,Nonprofit Organizations,About the Organization,Start a Chamber Member Survey,Enhance Retail Sector,Urban Planners,Rediscover the Joy of Reading,"I engineered a software solution that streamlined business operations, resulting in a 30% increase in overall productivity for the organization",Family Support Services,Transport Authorities,Revitalize Public Spaces
Bruce,Soleson,2023-12-08 0:00:00,"Samsung Electronics Co., Ltd.",Aditionals,Google,Applications Developer,Commerce Chamber,About Me,Cibersecurity | Diversity & Inclusion | Branding,Tags Description,Public Speaking | Social Media | Diversity & Inclusion,Soft Skills | Engineering | Research,Thumb Down,Archive Member,Yes,Business Intelligence Tools,Industry Leaders,About the Organization,Conduct Workshops on Export Opportunities,Encourage Pet Adoption and Welfare,Artists,Empower Women in Business,I have a mentoring group for teenagers who want to innovate through science. We have won two local awards,Recreation Programs,Educators,Strengthen Retail Business
Amanda,Mcclure,2023-12-04 0:00:00,Volkswagen AG,,Social Network Logging,Forensic Psychologist,Commerce Chamber,About Me,Cibersecurity | AI & Machine Learning | Diversity & Inclusion,,Social Media | Diversity & Inclusion | Mentorship,Research | Management | Coaching,Thumb Down,Yes,Human Coded (Manual Validation),Risk Management,Sports Teams and Associations,,Short Term Goal,Enhance Digital Presence,Community Engagement,Amplify Local Talent,"Championed a mentorship program within the organization, facilitating professional development and knowledge sharing among employees.",Sustainable Energy Solutions,Emerging Entrepreneurs,Push for Better Healthcare
Carlos,Avery,2023-12-12 0:00:00,Verizon Communications Inc.,,Google,Psychotherapist,Organization,,International Business | Economics | Remote Work,,Compliance | Technology | Cibersecurity,Content Creation | Couching | Mentoring,Single-Thumb Up,Archive Member,No,Sponsorship and Funding,Corporate Executives,About the Organization,Facilitate Business-to-Business Discounts,Enhance Retail Sector,Tech Startups,Preserve Our History,"At the law firm, we provide free advice to people with limited resources and have helped more than 100 families",Marketing Campaigns,Pet Lovers,Create Jobs for Elderly
Jason,Sutton,2023-12-03 0:00:00,Royal Dutch Shell plc,,Social Network Logging,Finance Manager,Organization,,Business Strategy | Cibersecurity | Career Advancement,,Branding | Real State | Public Speaking,Public Speaking | Marketing | Finances,Thumb Down,Archive Member,Yes,Educational Programs and Workshops,Academic Researchers,About the Organization,Implement a Digital Marketing Strategy,Increase Cultural Activities,Elderly Care Services,Join the Renewable Energy Movement,"I implemented a diversity and inclusion program in the company, leading to better ideas and greater profits",STEM Education,Journalists,Preserve Cultural Landmarks
Amanda,Richards,2023-12-09 0:00:00,Sony Corporation,Aditionals,Google,Contractor,Commerce Chamber,About Me,Innovation | Education & Training | Research,,Trends | Social Media | AI & Machine Learning,Public Speaking | Marketing | Finances,Single-Thumb Up,Archive Member,Yes,Member-Exclusive Offers and Discounts,Investment Firms,About the Organization,Offer Business Development Workshops,Expand Library Services,Local Farmers,Rediscover the Joy of Reading,"Established a crisis response team and protocol, effectively mitigating the impact of a natural disaster on company operations",Literacy Programs,Energy Innovators,Improve Manufacturing Sector
Jessica,Morris,2023-12-05 0:00:00,Toyota Motor Corporation,,Social Network Logging,Web Designer,Organization,About Me,Public Speaking | Mentorship | Consulting,Tags Description,Developer | Mental Health | Content Creation,Marketing | Couching | Sales,Thump Down,Archive Member,No,Member Services Improvement,Hospitality Industry Leaders,,Offer Business Development Workshops,Advocate for Healthcare Reform,Youth Organizations,Shape the Future of Our Cityscape,"Since my arrival at the organization, I have maintained an employee turnover rate of less than 10%.",Craft Training,Athletes and Coaches,Goals
Erika,Last Name,2023-12-07 0:00:00,Toyota Motor Corporation,,LinkedIn,Conservation Officer,Commerce Chamber,About Me,International Business | Economics | Remote Work,Tags Description,Consulting | Design & UX | AI & Machine Learning,Technologist | Education & Training | Story Teller,Thump Down,Yes,Yes,Membership Database Management,Hospitality Industry Leaders,About the Organization,Host Networking Events,Enhance Financial Services,Media Outlets,Join the Renewable Energy Movement,"I implemented a training program on diversity, equity, and inclusion, resulting in increased cultural competence within the organization.",Production Efficiency,Journalists,Promote Sustainable Farming
Christine,Buckley,2023-12-08 0:00:00,Bayer AG,,Social Network Logging,Sports Development Officer,Organization,About Me,Sustainability | Health & Wellness | Diversity & Inclusion,Tags Description,Diversity & Inclusion | Mental Health | Fitness,Content Creation | Sales | International Business,Double-Thumbs Up,Archive Member,No,Remote Work Capabilities,Construction Firms,,Create a Member Directory,Promote Vegan and Vegetarian Options,Industrial Associations,Support Entrepreneours,I was selected nationally for synchronized swimming in the 2016 Olympics.,Nutritional Education,First Responders,Boost International Business
Ruben,Perez,2023-12-10 0:00:00,Procter & Gamble Co.,Aditionals,Social Network Logging,Data Scientist Manager,Organization,,Research | Education & Training | Remote Work,,Fitness | Health Care | Sustainability,Technologist | Public Speaking | Sales,Single-Thumb Up,No,Human Coded (Manual Validation),Educational Programs and Workshops,Financial Institutions,About the Organization,Develop a Chamber Ambassador Program,Advocate for Healthcare Reform,Entrepreneurs,Empower Women in Tech,I spearheaded a cost-cutting initiative that resulted in substantial savings without compromising product or service quality,Production Support,Healthcare Reformists,Support Youth Development
Carlos,Wilson,5/12/2023,Volkswagen AG,Aditionals,LinkedIn,Engineer and Communications Specialist,Organization,,Corporate Responsability | Branding | Compliance,,Networking | Mentorship | Mental Health,Content Creation | Couching | Mentoring,Thumb Down,No,Human Coded (Manual Validation),Advocacy and Public Policy,Energy Sector Companies,About the Organization,Host a Chamber Open House Event,Promote Gender Equality,Garden Clubs,Value Experience and Wisdom,"Led a cross-functional team in the development and launch of a mobile app that addressed a specific market need, gaining widespread user adoption",Emergency Plans,Transport Authorities,Improve Community Health
